Column1,year,id,regionName,Gdp0101,Gdp0102,Gdp0103,Gdp0106,Gdp0113,Gdp0114,Gdp0115,Gdp0116,Ftec0101,Ftec0102,Ftec0103,Ifa0101,Ifa0102,Ifa0104,Pop01,Pop04,Pop05,Pop30,Tpt0101,Tpt0103,Tpt0104,ccnl1s,egdp1s,hdmsp1s,hviirs1s,vl1s,panda1s,ccnl1m,egdp1m,hdmsp1m,hviirs1m,panda1m,vl1m,e1s,e1m,viirs1s,viirs1m
179,1997,650000,新疆维吾尔自治区,1050.14,279.73,413.29,357.12,26.6,39.4,34.0,5904,112366.0,56978.0,55388.0,446.99,,,1718.0,,,876.0,1341.0,32053.0,29353.0,324797.0581,342919.1067,552470.9137,,,2661447.98,0.149683238,0.210117443,12.10852899,,1.055500412,,122126014160.10336,74845.7386023635,,
180,1997,510000,四川省,3320.11,919.28,1385.38,1015.45,27.7,41.7,30.6,4029,182301.0,127529.0,54772.0,926.34,,,8430.0,,,1553.0,2327.0,76066.0,48309.0,135634.6449,149767.9114,253169.7137,,,31033319.83,0.239205136,0.307103773,7.481166449,,47.09855911,,49679137934.48606,102026.6192530492,,
181,1997,150000,内蒙古自治区,1099.77,322.52,445.5,326.5,29.5,40.7,29.8,4691,107301.0,65540.0,41761.0,278.65,,,2326.0,,,784.0,5078.0,49992.0,42351.0,200193.8769,258612.8133,346980.5294,,,2452810.671,0.125165527,0.225597924,9.066039948,,1.319706917,,90434178030.17088,78908.64948187773,,
182,1997,330000,浙江省,4638.24,637.48,2509.56,1491.2,13.7,54.1,32.2,10515,1424222.0,1008533.0,415689.0,1608.56,,,4435.0,,,1053.0,942.0,36127.0,30888.0,312341.9094,211709.5696,554485.651,,,-81905615.94,2.533697922,2.097492857,9.732672387,,-571.7592828,,66877574976.15213,664274.4955299094,,
183,1997,310000,上海市,3360.21,75.8,1754.39,1530.02,2.3,52.2,45.5,25750,2979998.0,1506897.0,1473101.0,1981.48,,,1457.0,,,1273.0,244.0,3961.0,3952.0,191422.4817,93592.89133,265377.1333,,,-5324021.129,20.44134793,14.74389117,26.23585694,,-489.2156869,,32317810013.69661,5075501.822079729,,
184,1997,220000,吉林省,1446.91,368.16,575.43,503.32,25.4,39.8,34.8,5504,185359.0,93233.0,92126.0,361.17,,,2628.0,,,1245.0,3480.0,33075.0,31388.0,200313.4892,108153.2992,367730.0275,,,31675580.41,0.758204283,0.566058059,7.661440333,,103.1761824,,36405940787.79924,192137.49229855157,,
185,1997,320000,江苏省,6680.34,1008.41,3411.86,2260.07,15.1,51.1,33.8,9344,2362899.0,1409624.0,953275.0,2174.97,,,7148.0,,,1382.0,751.0,27102.0,25300.0,620817.0686,368134.1062,1092927.251,,,27886816.18,5.011652903,3.635959018,9.957752758,,193.729369,,117195951454.83646,1160323.9227596277,,
186,1998,310000,上海市,3688.2,78.5,1847.2,1762.5,2.1,50.1,47.8,24513,3137623.0,1594674.0,1542949.0,1966.38,,,1464.0,,,1407.0,248.0,4104.0,4095.0,193235.3773,94668.60952,260415.9725,,,-5265766.216,20.63494081,14.91335139,25.00457421,,-483.8627371,,32744028842.22942,5142439.354044492,,
187,1998,110000,北京市,2011.31,86.56,786.85,1137.9,4.3,39.1,56.6,19118,3050608.0,1051293.0,1999315.0,1124.62,,,1246.0,,,1911.0,1069.0,12498.0,12038.0,246219.7314,106288.0087,337786.3647,,,33496392.74,11.45238969,6.471584453,20.32977847,,1340.77585,,36413347570.12292,2217106.9719864763,,
188,1998,120000,天津市,1336.38,74.03,660.0,602.35,5.5,49.4,45.1,14243,1061384.0,549874.0,511510.0,571.05,,,957.0,,,520.0,527.0,4335.0,4252.0,193924.6142,80820.77686,278990.4275,,,53059.20392,12.3959556,7.110285666,15.80402448,,2.918536739,,27309286805.812702,2402552.513872464,,
189,1998,530000,云南省,1793.9,408.43,828.37,557.1,22.8,46.2,31.1,4446,164380.0,112214.0,52166.0,660.43,,,4144.0,,,424.0,1855.0,76957.0,69783.0,202997.5264,139210.2616,345534.5059,,,18561962.9,0.47797397,0.361757202,8.240093096,,37.61109569,,47108727164.90226,122554.83890271145,,
190,1998,320000,江苏省,7199.95,1016.27,3640.1,2543.58,14.1,50.6,35.3,10049,2634158.0,1561997.0,1072161.0,2450.37,,,7182.0,,,2058.0,757.0,27331.0,25610.0,695601.2062,373084.0255,1118800.725,,,31643070.3,5.615360757,3.684848005,9.071458476,,219.8240202,,119028541371.13208,1177055.2207124564,,
191,1998,650000,新疆维吾尔自治区,1116.67,291.05,430.73,394.89,26.1,38.6,35.4,6174,152483.0,74751.0,77732.0,514.77,,,1747.0,,,907.0,1341.0,32762.0,30304.0,326647.8047,347104.312,550713.8549,,,5559749.886,0.150536157,0.212681851,11.17041852,,2.204934433,,123636251955.3067,75770.27626301929,,
192,1998,640000,宁夏回族自治区,227.46,48.69,94.01,84.76,21.4,41.3,37.3,4607,23895.0,21037.0,2858.0,106.75,,,538.0,,,170.0,712.0,9487.0,8876.0,60275.14737,34808.74866,100786.9176,,,10240279.93,0.921741141,0.66900901,7.900584321,,134.7604683,,11163599389.504618,214655.67531160603,,
193,1998,430000,湖南省,3118.09,828.31,1294.17,1088.92,25.8,40.3,33.9,4667,178172.0,128261.0,49911.0,796.89,,,6502.0,,,1224.0,2299.0,60071.0,32241.0,154986.317,90030.31711,283318.2392,,,28266665.28,0.645497122,0.423256022,6.703525899,,101.3100729,,29563297492.108906,139307.39509865496,,
194,1998,360000,江西省,1851.98,450.44,740.33,661.21,24.3,40.0,35.7,4124,124628.0,101732.0,22896.0,400.6,,,4191.0,,,655.0,2125.0,36867.0,24589.0,103862.9671,71421.59324,198271.9451,,,17183824.82,0.549074706,0.426228417,6.436719772,,78.17502208,,23118154525.619698,138669.7537639843,,
195,1998,460000,海南省,438.92,164.0,90.63,184.29,37.4,20.6,42.0,5912,174323.0,76492.0,97831.0,173.37,,,753.0,,,201.0,219.0,16920.0,12779.0,65051.85534,28693.02402,116129.9059,,,-139808977.2,1.410855678,0.859819125,7.236676915,,-2878.531277,,9416420370.085938,282461.54033314146,,
196,1998,450000,广西壮族自治区,1903.04,574.25,678.19,650.6,30.2,35.6,34.2,4346,240910.0,180415.0,60495.0,562.32,,,4675.0,,,433.0,2014.0,51073.0,43319.0,176362.6172,95335.36178,316612.4235,,,-12000260.09,0.676157613,0.401954187,6.808380693,,-39.59221732,,32234526039.985504,136245.3109892601,,
197,1998,350000,福建省,3286.56,610.04,1444.73,1275.41,18.3,43.4,38.3,9603,1715296.0,995794.0,719502.0,1053.01,,,3299.0,,,625.0,1068.0,48021.0,38866.0,259387.1493,132336.2938,447583.8706,,,-76176326.97,1.85841248,1.09988961,8.411226737,,-469.6715607,,42944559768.11552,357176.23842716083,,
198,1998,620000,甘肃省,869.75,202.21,382.0,285.54,23.2,43.9,32.8,3541,44788.0,34475.0,10313.0,301.45,,,2519.0,,,476.0,2322.0,35865.0,25518.0,118269.3449,104642.4774,199955.0275,,,20291738.75,0.218801444,0.24551662,8.126672638,,32.30551106,,36456448376.20215,85600.84303614518,,
199,1998,140000,山西省,1486.08,207.26,856.13,537.72,12.9,53.5,33.6,5104,111113.0,89321.0,21792.0,454.93,,,3172.0,,,753.0,2504.0,48560.0,45744.0,513713.1985,193996.7598,839607.2392,,,79426592.04,2.591613824,1.235247448,9.642091954,,344.8226302,,67285369456.24032,429512.8086017389,,
200,1998,440000,广东省,7919.12,1004.92,3991.97,2922.23,12.7,50.4,36.9,10819,12979804.0,7561766.0,5418038.0,2644.13,,,7143.0,,,2395.0,774.0,92713.0,82786.0,854244.5752,451805.2936,1302180.557,,,-43092799.26,4.298613473,2.564436528,12.72069378,,-186.6074295,,155122221169.9665,882771.7165278636,,
201,1998,420000,湖北省,3704.21,748.22,1752.91,1203.08,20.2,47.3,32.5,5287,283213.0,170757.0,112456.0,1156.76,,,5907.0,,,1671.0,2028.0,52989.0,38537.0,263149.3846,117135.7912,442167.9882,,,41733682.0,1.209388333,0.627969091,7.968016022,,165.0555748,,38983121779.50488,209452.7068733993,,
202,1998,630000,青海省,220.16,41.63,88.42,90.11,18.9,40.2,40.9,4426,11774.0,10405.0,1369.0,108.78,,,503.0,,,141.0,1092.0,17936.0,14024.0,27230.73122,101554.1467,45969.63922,,,5618179.533,0.031672192,0.14546427,9.302301479,,5.623327149,,37449324368.39038,53646.56406532983,,
203,1998,340000,安徽省,2805.45,739.7,1253.53,812.22,26.4,44.7,29.0,4235,233149.0,151214.0,81935.0,722.61,,,6184.0,,,1024.0,1836.0,39264.0,36851.0,302926.491,129907.0102,514146.9333,,,46886448.49,1.830466491,0.924094845,6.666767078,,243.8099425,,41449538538.01498,295843.4985288291,,
204,1998,500000,重庆市,1429.26,298.67,585.38,545.21,20.9,41.0,38.1,5016,103396.0,51411.0,51985.0,492.97,,,3060.0,,,355.0,591.0,27210.0,17516.0,80240.84892,47212.58188,130238.6784,,,12801910.33,0.840090053,0.571173239,7.95100503,,115.3418775,,15155595496.102232,183632.15776305212,,
205,1998,210000,辽宁省,3881.73,531.46,1855.22,1495.05,13.7,47.8,38.5,9415,1274402.0,805499.0,468903.0,1057.7,,,4157.0,,,1897.0,3558.0,44483.0,43716.0,534840.5386,172083.2968,880646.0039,,,-23587859.37,2.71063738,1.193549128,8.40709815,,-102.875563,,58512154061.84013,406634.2627542509,,
206,1998,540000,西藏自治区,91.18,31.31,20.24,39.63,34.3,22.2,43.5,3666,11959.0,4758.0,7201.0,41.26,,,252.0,,,3.0,,22455.0,10525.0,8795.510394,155191.0568,14108.41176,,,-17589962.83,0.006214802,0.128685767,9.660804627,,-10.69573397,,56142433309.62805,46554.453285143456,,
207,1998,370000,山东省,7162.2,1215.81,3457.03,2489.36,17.0,48.3,34.8,7968,1671389.0,1044385.0,627004.0,1935.58,,,8838.0,,,1297.0,2351.0,64145.0,63929.0,980494.1335,339883.4365,1597327.953,,,79927070.55,4.991254815,2.200538083,8.107919455,,350.1347564,,112455698307.13524,727823.4658440874,,
208,1998,510000,四川省,3580.26,941.24,1527.07,1111.95,26.3,42.7,31.1,4294,209274.0,117112.0,92162.0,1145.33,,,8493.0,,,1807.0,2289.0,81646.0,56377.0,184856.8161,152654.4841,313802.8863,,,35640605.6,0.326013312,0.31302278,7.420980578,,54.09093125,,50770387636.36704,104230.0570761233,,
209,1998,520000,贵州省,841.88,264.89,326.03,250.96,31.5,38.7,29.8,2364,62761.0,38787.0,23974.0,278.41,,,3658.0,,,593.0,1648.0,33604.0,14137.0,84127.89115,58353.97002,151045.8863,,,15202213.46,0.424667418,0.330110656,7.342137855,,66.03812104,,19032441145.617737,107858.6587334856,,
210,1998,410000,河南省,4356.6,1071.39,2012.74,1272.47,24.6,46.2,29.2,4643,173372.0,118698.0,54674.0,1289.7,,,9315.0,,,1879.0,2355.0,57172.0,54556.0,640454.91,212001.3482,1052218.333,,,101538659.0,3.201307128,1.276693012,7.307733077,,436.7656679,,70330760012.38298,424206.8550210311,,
211,1998,330000,浙江省,4987.5,631.31,2709.08,1647.11,12.7,54.3,33.0,11394,1485100.0,1086335.0,398765.0,1801.74,,,4456.0,,,1202.0,942.0,38533.0,34260.0,387986.36,216249.1188,641137.9725,,,-78624782.62,3.147320947,2.142468018,9.328708242,,-548.8567396,,68648242082.10024,681185.389665203,,
212,1998,150000,内蒙古自治区,1192.29,341.62,479.53,371.14,28.7,40.2,31.1,5406,96294.0,52579.0,43715.0,316.76,,,2345.0,,,894.0,5077.0,58430.0,52867.0,253802.0205,260642.881,445046.5725,,,7632239.816,0.158682494,0.22736883,8.714214874,,4.106439929,,91137084284.85403,79520.16869858229,,
213,1998,230000,黑龙江省,2798.89,463.05,1506.76,863.03,16.3,53.2,30.5,7375,201955.0,90863.0,111092.0,770.05,,,3773.0,,,1369.0,4948.0,49766.0,49098.0,553858.5388,206104.8913,941339.6863,,,64719894.21,0.820324249,0.455387208,8.553522637,,82.52836025,,71349229374.5787,158314.4715736001,,
214,1998,130000,河北省,4256.01,790.6,2084.33,1381.08,18.6,49.0,32.5,6501,422732.0,311617.0,111115.0,1591.76,,,6569.0,,,1698.0,3624.0,57263.0,54601.0,809423.5835,252290.7679,1334561.737,,,91239452.62,3.305284154,1.344531547,8.970450672,,320.6240494,,85204443808.4973,454206.4886756235,,
215,1998,610000,陕西省,1381.53,283.49,567.66,530.38,20.5,41.1,38.4,4070,205062.0,117582.0,87480.0,517.57,,,3596.0,,,863.0,1941.0,42202.0,35316.0,270241.4567,135990.2379,428700.3255,,,46789014.18,1.071498853,0.660178142,8.019847031,,159.6476348,,44193334416.13092,214708.3325535473,,
216,1998,220000,吉林省,1557.78,429.5,597.29,530.99,27.6,38.3,34.1,5983,165191.0,74809.0,90382.0,431.78,,,2644.0,,,1264.0,3474.0,33812.0,32133.0,289371.307,109153.6965,488767.4745,,,41374024.2,1.095296005,0.571293987,7.481549757,,134.7667134,,36785140204.01834,193875.6502909223,,
217,1999,500000,重庆市,1479.71,284.28,604.39,591.04,19.2119,40.8452,39.943,4826,120879.0,49038.0,71841.0,525.26,,,3075.0,,,628.0,591.4,28086.0,20521.0,67896.3108,49090.51087,125491.9961,,,12415559.77,0.710847606,0.593892242,7.944903628,,111.8609596,,15641019452.741327,189497.7051447416,,
218,1999,110000,北京市,2174.46,87.48,840.23,1246.75,4.0231,38.7,57.3361,19846,3435951.0,990352.0,2445599.0,1171.16,,,1257.0,,,2244.0,1141.1,12825.0,12370.0,253041.7412,110367.0442,330722.3412,,,32846895.59,11.76970103,6.7199457,19.86161783,,1314.778122,,37515909832.78099,2284238.906914483,,
219,1999,310000,上海市,4034.96,80.0,1953.98,2000.98,1.9827,48.4263,49.5911,30805,3861812.0,1879958.0,1981854.0,1855.76,,,1474.0,,,1540.0,259.5,4231.0,4227.0,201854.8605,99068.90959,276135.2471,,,-5144342.039,21.55538576,15.60654021,26.11021137,,-472.705266,,34090632803.81912,5353923.079512639,,
220,1999,120000,天津市,1450.06,71.01,711.93,667.12,4.897,49.0966,46.0064,15976,1260094.0,633134.0,626960.0,576.45,,,959.0,,,705.0,529.6,8844.0,8761.0,187202.1029,83975.88857,272741.8039,,,-557634.8941,11.96624248,7.387859657,15.52496905,,-30.67286738,,28187055287.73483,2479774.774850409,,
221,1999,440000,广东省,8464.31,1021.3,4264.32,3178.69,12.066,50.38,37.554,11728,14034241.0,7768679.0,6265562.0,2937.02,,,7270.0,,,2345.0,773.5,95610.0,86123.0,955043.5473,472585.3154,1467587.031,,,-36047380.52,4.805840363,2.682383457,13.53071007,,-156.0982145,,161419071434.96527,918156.1354192266,,
222,1999,150000,内蒙古自治区,1268.2,342.91,515.46,409.83,27.0391,40.645,32.3159,5350,129415.0,53460.0,75955.0,348.22,,,2362.0,,,816.0,5011.5,63824.0,59731.0,234460.2459,270269.5005,433450.3255,,,3412483.11,0.1465896,0.235766501,8.138433618,,1.836047771,,93707040598.9083,81759.88116931239,,
223,1999,370000,山东省,7662.1,1221.0,3705.44,2735.66,15.9356,48.3606,35.7038,8673,1826698.0,1157645.0,669053.0,2220.57,,,8883.0,,,1363.0,2364.2,67847.0,67694.0,958450.0282,354825.547,1543856.039,,,69925738.24,4.879038185,2.297279141,7.937046129,,306.3221403,,116733658927.68216,755430.5546649429,,
224,1999,420000,湖北省,3857.99,653.99,1887.93,1316.07,16.9516,48.9356,34.1128,6514,267762.0,151229.0,116533.0,1239.14,,,5938.0,,,1710.0,2030.7,55389.0,44120.0,248878.3615,121995.477,446368.5843,,,40526222.68,1.143801219,0.654022037,7.763379305,,160.2801061,,40318041687.50117,216550.2331133344,,
225,1999,460000,海南省,471.23,176.42,94.95,199.86,37.4382,20.1494,42.4124,6383,121704.0,74725.0,46979.0,194.78,,,762.0,,,246.0,219.0,17124.0,13030.0,63913.55172,29847.28305,116680.7569,,,-139514445.1,1.386167956,0.894407811,7.65652105,,-2872.467146,,9723184975.933594,291610.9820932008,,
226,1999,410000,河南省,4576.1,1123.14,2070.88,1382.08,24.5436,45.2543,30.2021,4894,174885.0,112730.0,62155.0,1206.83,,,9387.0,,,1615.0,2353.1,60330.0,57813.0,571825.1307,220178.4595,963558.3725,,,90143828.75,2.858261898,1.325936382,7.705249268,,387.751128,,72469186773.60655,437022.5885752818,,
227,1999,360000,江西省,1853.65,464.4,758.15,740.431,23.6579,38.6224,37.7197,4661,131382.0,90606.0,40776.0,454.44,,,4231.0,,,925.0,2161.4,36918.0,25328.0,110226.5061,74703.48334,202335.502,,,16838265.8,0.582715747,0.445814018,6.652189558,,76.60295741,,24056141007.89043,144226.87390438386,,
228,1999,220000,吉林省,1660.91,423.48,671.74,574.34,25.3648,40.2346,34.4007,6341,221234.0,101877.0,119357.0,500.02,,,2658.0,,,1211.0,3476.4,34516.0,32931.0,269501.1033,113212.287,484022.4118,,,36367162.87,1.020085525,0.592536038,6.837898074,,118.4579724,,37857854469.94942,199225.19124915317,,
229,1999,140000,山西省,1506.78,159.96,760.72,586.1,10.616,50.4865,38.8975,4727,128750.0,83951.0,44799.0,477.57,,,3204.0,,,1088.0,2511.3,52807.0,50109.0,476822.5261,201110.0603,791766.3059,,,72510137.54,2.405505356,1.280540402,9.150230713,,314.7955326,,69173990591.81863,441452.2839521325,,
230,1999,350000,福建省,3550.24,628.86,1507.29,1414.09,17.7132,42.456,39.8308,10797,1761919.0,1035166.0,726753.0,1084.66,,,3316.0,,,681.0,873.9,50202.0,41381.0,316357.6691,141072.0005,504169.149,,,-74507264.25,2.266585071,1.172494885,8.981534022,,-459.3808139,,45749174181.27914,380382.6950073809,,
231,1999,510000,四川省,3711.61,941.02,1556.68,1213.91,25.3534,41.9408,32.7058,4452,246847.0,113851.0,132996.0,1224.4,,,8550.0,,,1491.0,2289.6,89318.0,66878.0,184197.0694,159322.5427,363403.6431,,,34404315.4,0.324849783,0.326695842,7.533476348,,52.21464191,,52649587950.844734,108076.90406772678,,
232,1999,210000,辽宁省,4171.69,520.8,2001.48,1649.41,12.4841,47.9777,39.5382,10086,1371832.0,819988.0,551844.0,1119.47,,,4171.0,,,2211.0,3557.7,45020.0,44398.0,477998.9668,178600.8231,830811.6588,,,-30944717.52,2.42255733,1.238753909,8.227900368,,-134.9615998,,60267043890.1715,418707.8348413287,,
233,1999,620000,甘肃省,931.98,191.21,423.79,316.98,20.5165,45.472,34.0115,3668,40627.0,31703.0,8924.0,355.51,,,2543.0,,,592.0,2322.8,36212.0,26089.0,110479.3496,108362.7072,210038.8941,,,18961361.45,0.204389744,0.254245181,7.811540037,,30.18748071,,37420103914.33886,87851.77749360664,,
234,1999,450000,广西壮族自治区,1953.27,554.48,695.83,702.96,28.3873,35.6239,35.9889,4148,175340.0,124721.0,50619.0,578.76,,,4713.0,,,365.0,2012.8,51378.0,43671.0,195105.9832,99341.23837,342969.0667,,,-12092064.86,0.748017908,0.418843816,6.879514299,,-39.89510695,,33355439179.223858,140899.091365863,,
235,1999,430000,湖南省,3326.75,778.25,1297.74,1250.76,23.3937,39.0092,37.5971,5105,195546.0,128187.0,67359.0,883.94,,,6532.0,,,1649.0,2306.5,60416.0,32766.0,163709.5797,94911.73743,297581.1608,,,27786322.93,0.681828336,0.446204853,7.107050069,,99.58848611,,31051201154.536537,146280.6252912233,,
236,1999,130000,河北省,4569.19,805.97,2243.59,1519.63,17.6392,49.1026,33.2582,6932,457995.0,311914.0,146081.0,1770.47,,,6614.0,,,1705.0,3619.4,58162.0,55648.0,776162.4599,262344.857,1268252.459,,,82486440.04,3.169462235,1.398112739,8.6454433,,289.8651369,,87979263538.59184,468968.4047394723,,
237,1999,530000,云南省,1855.74,412.17,825.12,618.45,22.2105,44.4631,33.3263,4452,166011.0,103455.0,62556.0,663.97,,,4192.0,,,437.0,1872.5,102405.0,95354.0,215619.9846,146938.679,370786.5765,,,18780325.49,0.507694561,0.381840568,8.438845209,,38.05355193,,49486246060.083405,128725.62926121466,,
238,1999,640000,宁夏回族自治区,241.49,48.01,102.68,90.8,19.8807,42.5194,37.5999,4473,31799.0,24765.0,7034.0,128.1,,,543.0,,,154.0,711.7,10015.0,9460.0,61717.71619,36251.89134,107467.5294,,,9490427.514,0.943801229,0.696745584,7.874741919,,124.8925288,,11528376042.08191,221665.4034673459,,
239,1999,320000,江苏省,7697.82,1003.51,3920.15,2774.16,13.0363,50.9255,36.1,10665,3125741.0,1830582.0,1295159.0,2441.88,,,7213.0,,,2668.0,757.0,27749.0,26088.0,659188.9901,387946.24,1087724.812,,,26444748.54,5.32141686,3.831637998,8.994039747,,183.7113428,,122887979778.4913,1214901.0039044588,,
240,1999,330000,浙江省,5364.89,631.94,2902.81,1830.14,11.7792,54.1075,34.1133,12037,1830561.0,1287144.0,543417.0,1958.05,,,4475.0,,,1016.0,795.1,40266.0,36136.0,428748.3926,228760.5606,711450.7137,,,-77655238.36,3.477979991,2.266423963,9.362576248,,-542.0886332,,72527544722.67778,719293.6601113192,,
241,1999,340000,安徽省,2908.58,741.1427,1278.91,888.54,25.4811,43.9701,30.5488,4707,264844.0,167607.0,97237.0,703.45,,,6237.0,,,907.0,1833.0,40857.0,38701.0,249291.3274,134793.7526,449997.1529,,,43240217.49,1.506370142,0.958856738,6.753085164,,224.8495094,,42671594377.9586,304426.6998268646,,
242,1999,230000,黑龙江省,2897.41,377.23,1587.76,932.42,13.0196,54.7993,32.1812,7660,219830.0,95714.0,124116.0,751.66,,,3792.0,,,1296.0,5013.2,49928.0,49262.0,498536.2857,214107.1551,862992.3137,,,55357157.58,0.738386024,0.47306815,7.987714639,,70.58935276,,73549375743.51851,163096.0612765608,,
243,1999,650000,新疆维吾尔自治区,1168.55,268.51,460.71,439.33,22.978,39.4258,37.5962,6470,176535.0,102734.0,73801.0,526.65,,,1774.0,,,1148.0,1848.5,33484.0,31149.0,320033.3768,362152.8356,547732.4745,,,4801191.71,0.147487888,0.22190256,10.74404679,,1.90409877,,127970962208.60822,78426.26770598076,,
244,1999,630000,青海省,238.39,40.54,97.88,99.97,17.0057,41.0588,41.9355,4662,10785.0,8686.0,2099.0,117.15,,,510.0,,,178.0,1091.8,18268.0,14549.0,26488.01671,105210.3081,50087.88235,,,5373906.0,0.030808337,0.150701287,8.736993605,,5.378829802,,38439164291.43294,55064.52051024624,,
245,1999,520000,贵州省,911.86,267.57,348.59,295.7,29.3433,38.2285,32.4282,2475,54758.0,35775.0,18983.0,311.93,,,3710.0,,,726.0,1653.5,33973.0,15470.0,95810.80746,61122.23395,172318.8824,,,15305274.7,0.483641366,0.345770831,6.962934023,,66.48581707,,19821520651.376198,112289.8329702393,,
246,1999,540000,西藏自治区,105.61,34.19,24.0,47.42,32.3738,22.7251,44.9011,4262,16645.0,8627.0,8018.0,53.56,,,256.0,,,2.0,,22475.0,10582.0,10836.30665,160834.4376,18565.63922,,,-17715669.85,0.007656804,0.133365308,9.278926098,,-10.77217125,,57570728700.0147,47738.82501806116,,
247,1999,610000,陕西省,1487.61,267.51,641.9,578.2,17.9825,43.1498,38.8677,4101,200576.0,115084.0,85492.0,587.79,,,3618.0,,,1085.0,1940.7,43212.0,36396.0,262310.7157,141886.2244,458375.0196,,,43306443.12,1.040053715,0.688800796,7.887331442,,147.7648405,,45826348837.47396,222622.6804311704,,
248,2000,500000,重庆市,1589.34,283.0,657.51,648.83,17.8061,41.37,40.8239,5157,178590.0,99566.0,79024.0,572.59,,,3092.0,,,555971.0,598.0,29252.0,21743.0,68959.97546,51936.73211,119251.1922,,10615.93688,12651886.05,0.721983755,0.62832555,8.36730963,,113.9901979,0.027785653,16387924887.524288,198527.79970682008,,
249,2000,110000,北京市,2478.76,89.97,943.51,1445.28,3.6296,38.0638,58.3066,22460,4962189.0,1196813.0,3765376.0,1280.46,,,1357.0,,,1029929.0,1140.9,13597.0,13143.0,235111.9496,116919.8837,354094.8392,,188894.2518,34847884.78,10.93573473,7.118930073,20.87452171,,1394.872657,2.196470229,39404063141.656105,2399203.2852162784,,
250,2000,120000,天津市,1639.36,73.54,820.17,745.65,4.4859,50.0299,45.4842,17993,1715400.0,862578.0,852822.0,610.94,,,1001.0,,,506548.0,531.2,8946.0,8869.0,171873.9683,88504.74442,276208.8471,,89039.12285,854835.9725,10.98644486,7.786290112,15.5912885,,47.02049799,1.422802725,29389886075.1055,2585594.6064889817,,
251,2000,430000,湖南省,3691.88,784.92,1461.86,1445.1,21.2607,39.5966,39.1427,5639,251222.0,165271.0,85951.0,1012.24,,,6562.0,,,1314744.0,2312.7,60848.0,33380.0,161379.8019,100242.3842,288265.0314,,12893.69934,30559092.25,0.672125125,0.471265615,6.717753153,,109.5263213,0.013424976,32460304076.74233,152872.74605990722,,
252,2000,520000,贵州省,993.53,270.99,387.85,334.69,27.2755,39.0376,33.687,2662,65998.0,42056.0,23942.0,396.98,,,3756.0,,,464897.0,1641.7,34643.0,17034.0,89746.26934,64463.13602,167376.2314,,9028.311401,17434566.94,0.453028311,0.364670443,7.066234391,,75.73542136,0.011393312,20681452095.4379,117134.35236522234,,
253,2000,510000,四川省,4010.25,945.58,1700.49,1364.18,23.5791,42.4036,34.0173,4784,254520.0,139437.0,115083.0,1418.04,,,8602.0,,,1372692.0,2333.3,90875.0,69723.0,198543.7865,169824.5803,361213.4784,,22749.25965,37627748.67,0.350151641,0.348230598,7.3333513,,57.10677279,0.010030074,55708036421.71788,114338.70741131796,,
254,2000,450000,广西壮族自治区,2050.14,538.69,748.0,763.45,26.2758,36.4853,37.2389,4319,203379.0,148891.0,54488.0,583.34,,,4750.0,,,759650.0,2012.3,52910.0,45430.0,179154.6727,105038.7502,354572.2235,,23573.85575,-9334550.392,0.686862091,0.442865739,7.259538953,,-30.7972948,0.022594777,34910708485.94392,147432.69415495358,,
255,2000,220000,吉林省,1821.19,398.73,800.28,622.18,21.8939,43.9427,34.1634,6847,257042.0,125683.0,131359.0,603.51,,,2682.0,,,813292.0,3474.4,35216.0,33698.0,358213.3886,122220.4419,652698.2824,,111288.1749,55042142.91,1.355869375,0.639683362,7.95847915,,179.2875806,0.105307992,40791646960.88202,214415.872905926,,
256,2000,320000,江苏省,8582.7276,1031.17,4435.889,3115.6686,12.0145,51.6839,36.3016,11773,4563636.0,2576683.0,1986953.0,2569.97,,,7327.0,,,1857521.0,757.1,28198.0,26564.0,628418.4296,409237.8413,1074349.851,,116421.9658,31334491.44,5.073016201,4.041929271,9.173511393,,217.6803266,0.234955846,128360069860.50208,1268495.848006442,,
257,2000,540000,西藏自治区,117.464,36.32,27.214,53.93,30.9201,23.1679,45.9119,4559,13031.0,11334.0,1697.0,64.05,,,258.0,,,23255.0,,22503.0,10647.0,10947.64132,168240.9312,20323.48627,,2567.428808,-18162331.54,0.007735472,0.139506836,9.052651345,,-11.04376788,0.000453527,59520406583.033264,49355.53777123817,,
258,2000,440000,广东省,9662.23,1000.06,4868.75,3793.42,10.3502,50.3895,39.2603,12885,17009888.0,9191770.0,7818118.0,3145.13,,,7707.0,,,2046311.0,693.8,102604.0,93693.0,959262.4734,502054.1343,1533655.616,,397574.4407,-26818164.21,4.827070269,2.8496478,13.3336382,,-116.1323649,0.500143829,170139208789.63882,967443.4379625556,,
259,2000,230000,黑龙江省,3253.0,357.0,1868.55,1027.45,10.9745,57.4408,31.5847,8562,298637.0,145118.0,153519.0,832.64,,,3807.0,,,1199694.0,5013.2,50284.0,49622.0,620948.2017,227587.3577,1222531.776,,157354.4546,83122053.82,0.919691278,0.502852556,8.0042723,,105.9940979,0.058264229,77626878995.70447,172032.75482512102,,
