id,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,gdp2017,gdp2018,gdp2019,gdp2020,county,regionid,city,province,RegionCode
"1622",134650.420000000012806,149504.950000000011642,172410.970000000001164,199861.220000000001164,237479.420000000012806,261855.420000000012806,308805.440000000002328,373841.000000000000000,463602.380000000004657,497217.190000000002328,621751.500000000000000,756643.000000000000000,863825.060000000055879,1073264.300000000046566,1130043.899999999906868,1203219.100000000093132,1271897.899999999906868,1356986.800000000046566,1464478.899999999906868,1567084.800000000046566,1633586.899999999906868, ,"430482", , ,"430482"
"1623",144894.250000000000000,156625.019999999989523,182382.440000000002328,206239.720000000001164,255253.190000000002328,281629.190000000002328,321491.090000000025611,391757.719999999972060,491213.090000000025611,520710.030000000027940,629499.439999999944121,798291.439999999944121,870706.439999999944121,1102187.600000000093132,1191718.300000000046566,1257193.800000000046566,1335313.000000000000000,1429115.800000000046566,1531653.600000000093132,1622485.800000000046566,1672763.399999999906868, ,"430502", , ,"430502"
"1624",144667.809999999997672,158135.660000000003492,176183.579999999987194,202928.250000000000000,252023.299999999988358,288140.159999999974389,341847.090000000025611,426602.440000000002328,496700.590000000025611,546732.939999999944121,662954.000000000000000,829635.130000000004657,903492.939999999944121,1098485.399999999906868,1190639.000000000000000,1249409.100000000093132,1333633.000000000000000,1420813.899999999906868,1522573.100000000093132,1611102.000000000000000,1653868.000000000000000, ,"430503", , ,"430503"
"1625",131883.309999999997672,132299.410000000003492,148403.910000000003492,181811.970000000001164,208929.670000000012806,259970.079999999987194,310868.500000000000000,399096.059999999997672,471049.909999999974389,463019.130000000004657,611648.810000000055879,747224.060000000055879,876921.380000000004657,1038328.400000000023283,1117419.800000000046566,1198096.300000000046566,1255838.399999999906868,1353051.800000000046566,1458022.600000000093132,1527691.500000000000000,1571135.500000000000000, ,"430511", , ,"430511"
"1626",127982.800000000002910,129715.880000000004657,161213.700000000011642,185196.779999999998836,225249.200000000011642,252394.670000000012806,301275.909999999974389,377842.130000000004657,454243.690000000002328,505737.409999999974389,618922.500000000000000,740895.939999999944121,855130.189999999944121,996351.439999999944121,1084751.000000000000000,1148727.600000000093132,1207121.100000000093132,1339698.300000000046566,1472443.100000000093132,1540450.300000000046566,1558578.899999999906868, ,"430522", , ,"430522"
"1627",118650.559999999997672,124613.970000000001164,145900.940000000002328,179853.230000000010477,214877.109999999986030,230387.500000000000000,280402.559999999997672,321354.380000000004657,410549.559999999997672,466608.340000000025611,564421.689999999944121,696855.439999999944121,728125.750000000000000,962040.250000000000000,1022382.800000000046566,1090463.000000000000000,1148216.100000000093132,1272958.500000000000000,1401140.000000000000000,1461834.600000000093132,1495655.000000000000000, ,"430523", , ,"430523"
"1628",146322.730000000010477,156332.980000000010477,168497.079999999987194,197801.410000000003492,235253.440000000002328,270086.190000000002328,321128.590000000025611,378980.000000000000000,462853.130000000004657,514414.909999999974389,623151.250000000000000,781168.630000000004657,869032.310000000055879,1057068.300000000046566,1109871.800000000046566,1180198.899999999906868,1263393.100000000093132,1355796.600000000093132,1460005.399999999906868,1545354.500000000000000,1598594.800000000046566, ,"430524", , ,"430524"
"1629",124768.440000000002328,136436.049999999988358,157178.809999999997672,189288.519999999989523,233526.670000000012806,264994.909999999974389,301885.380000000004657,369120.750000000000000,460364.530000000027940,513199.219999999972060,599819.630000000004657,768134.130000000004657,860891.560000000055879,1044930.400000000023283,1106746.300000000046566,1173807.500000000000000,1243304.399999999906868,1315536.399999999906868,1425500.399999999906868,1526838.000000000000000,1553786.800000000046566, ,"430525", , ,"430525"
"1630",132806.559999999997672,129331.350000000005821,154692.269999999989523,181387.480000000010477,216681.190000000002328,258771.390000000013970,292240.090000000025611,363815.219999999972060,435357.559999999997672,489757.440000000002328,600276.810000000055879,724722.130000000004657,780292.250000000000000,914021.000000000000000,966655.189999999944121,1054071.399999999906868,1121369.600000000093132,1198680.300000000046566,1298940.899999999906868,1336077.300000000046566,1363424.600000000093132, ,"430527", , ,"430527"
"1631",138916.589999999996508,145881.190000000002328,163653.779999999998836,190444.829999999987194,236538.000000000000000,262215.780000000027940,309617.559999999997672,371736.690000000002328,459897.219999999972060,497213.380000000004657,615493.250000000000000,764198.000000000000000,862662.630000000004657,1012518.599999999976717,1064066.399999999906868,1123072.399999999906868,1184042.000000000000000,1260491.500000000000000,1362010.800000000046566,1443137.500000000000000,1486997.899999999906868, ,"430528", , ,"430528"
"1632",114282.210000000006403,147335.970000000001164,163894.470000000001164,189783.779999999998836,226256.559999999997672,252450.529999999998836,288375.750000000000000,366398.809999999997672,449384.690000000002328,484348.500000000000000,573970.380000000004657,747078.689999999944121,835424.689999999944121,982210.250000000000000,1040141.099999999976717,1111108.600000000093132,1187346.100000000093132,1292302.000000000000000,1372525.500000000000000,1466395.000000000000000,1495201.500000000000000, ,"430529", , ,"430529"
"1633",135794.269999999989523,145068.059999999997672,157344.390000000013970,191020.910000000003492,232240.299999999988358,265191.090000000025611,305867.719999999972060,367994.969999999972060,454296.130000000004657,515009.840000000025611,606330.689999999944121,773094.060000000055879,862216.000000000000000,1048930.100000000093132,1126089.300000000046566,1189638.000000000000000,1259885.899999999906868,1352711.100000000093132,1458359.100000000093132,1531866.899999999906868,1582719.899999999906868, ,"430581", , ,"430581"
"1634",158040.829999999987194,163771.359999999986030,181059.970000000001164,204002.059999999997672,251329.660000000003492,282986.630000000004657,326165.090000000025611,402600.750000000000000,487021.530000000027940,525740.750000000000000,624716.750000000000000,771880.000000000000000,883280.130000000004657,1045793.800000000046566,1140315.500000000000000,1224986.399999999906868,1304345.600000000093132,1400550.899999999906868,1504704.000000000000000,1607950.800000000046566,1654224.500000000000000, ,"430582", , ,"430582"
"1635",166374.809999999997672,181064.109999999986030,201386.109999999986030,238695.769999999989523,299161.530000000027940,350867.409999999974389,397749.059999999997672,493566.630000000004657,593211.000000000000000,605444.310000000055879,756964.189999999944121,931837.810000000055879,1071274.300000000046566,1244189.300000000046566,1332570.300000000046566,1407242.500000000000000,1482219.399999999906868,1569087.100000000093132,1702224.399999999906868,1797981.000000000000000,1837849.399999999906868,岳阳楼区,"430602", , ,"430602"
"1636",155429.279999999998836,164963.140000000013970,182849.170000000012806,199120.200000000011642,248967.450000000011642,288043.719999999972060,325832.440000000002328,411418.909999999974389,493481.909999999974389,520110.000000000000000,637174.939999999944121,796852.380000000004657,925682.000000000000000,1144687.899999999906868,1223703.100000000093132,1298282.000000000000000,1358479.600000000093132,1434594.100000000093132,1559050.100000000093132,1653478.500000000000000,1696993.899999999906868, ,"430603", , ,"430603"
"1637",108526.789999999993597,148565.049999999988358,160176.519999999989523,171122.609999999986030,191439.630000000004657,192131.359999999986030,283586.940000000002328,350237.559999999997672,417391.969999999972060,436214.130000000004657,561013.439999999944121,719847.380000000004657,855290.810000000055879,985257.439999999944121,1109637.800000000046566,1149721.600000000093132,1170556.800000000046566,1260298.000000000000000,1375711.300000000046566,1451712.399999999906868,1477677.600000000093132, ,"430611", , ,"430611"
"1638",141954.950000000011642,152034.950000000011642,171451.940000000002328,200207.089999999996508,242417.910000000003492,272098.630000000004657,321002.440000000002328,417905.380000000004657,475614.940000000002328,513519.409999999974389,607456.380000000004657,767522.689999999944121,872030.189999999944121,1050394.600000000093132,1137093.399999999906868,1187972.500000000000000,1261459.600000000093132,1354071.600000000093132,1469090.899999999906868,1542380.399999999906868,1588608.399999999906868, ,"430621", , ,"430621"
"1639",146015.779999999998836,147735.559999999997672,170812.329999999987194,192965.390000000013970,239592.279999999998836,266837.280000000027940,303796.719999999972060,376195.380000000004657,453814.590000000025611,504982.690000000002328,633107.560000000055879,775587.130000000004657,849783.310000000055879,1014095.699999999953434,1073361.399999999906868,1125601.800000000046566,1199396.100000000093132,1281555.800000000046566,1368306.800000000046566,1451229.300000000046566,1489299.800000000046566, ,"430623", , ,"430623"
"1640",132158.049999999988358,143337.910000000003492,166775.609999999986030,191704.529999999998836,233256.450000000011642,270681.059999999997672,310607.130000000004657,399564.469999999972060,441046.380000000004657,488607.000000000000000,605044.310000000055879,768410.380000000004657,868566.689999999944121,1049174.300000000046566,1118677.899999999906868,1188686.500000000000000,1260625.000000000000000,1352041.899999999906868,1470917.500000000000000,1549327.000000000000000,1589737.500000000000000, ,"430624", , ,"430624"
"1641",144175.700000000011642,155448.839999999996508,174692.019999999989523,196698.130000000004657,244950.769999999989523,277034.280000000027940,317164.630000000004657,394017.090000000025611,474825.000000000000000,507590.940000000002328,621493.630000000004657,769073.130000000004657,902295.189999999944121,1057185.300000000046566,1123428.000000000000000,1174993.600000000093132,1272201.100000000093132,1380470.100000000093132,1488247.800000000046566,1586340.500000000000000,1628832.899999999906868, ,"430626", , ,"430626"
"1642",144153.160000000003492,149591.089999999996508,162328.049999999988358,197232.720000000001164,240541.500000000000000,275245.909999999974389,323972.090000000025611,407554.000000000000000,487942.500000000000000,504523.440000000002328,656693.560000000055879,807927.939999999944121,925693.439999999944121,1073675.800000000046566,1168989.399999999906868,1233077.300000000046566,1290699.500000000000000,1366203.500000000000000,1498633.399999999906868,1579304.800000000046566,1627825.000000000000000, ,"430681", , ,"430681"
"1643",152312.420000000012806,158866.970000000001164,178965.230000000010477,197210.910000000003492,240005.079999999987194,269566.909999999974389,307262.000000000000000,404663.630000000004657,487427.630000000004657,516282.530000000027940,643777.060000000055879,788388.630000000004657,882021.689999999944121,1045269.300000000046566,1120779.399999999906868,1198868.899999999906868,1285500.899999999906868,1379414.800000000046566,1493786.300000000046566,1561914.899999999906868,1595490.800000000046566, ,"430682", , ,"430682"
"1644",178657.779999999998836,190967.339999999996508,204198.079999999987194,247787.359999999986030,290936.719999999972060,348084.500000000000000,412287.340000000025611,482526.469999999972060,569122.560000000055879,601846.880000000004657,767770.880000000004657,901038.060000000055879,1018705.800000000046566,1213852.500000000000000,1300699.899999999906868,1381645.000000000000000,1469047.399999999906868,1574370.800000000046566,1690792.300000000046566,1775903.899999999906868,1813728.800000000046566, ,"430702", , ,"430702"
"1645",154995.720000000001164,162750.299999999988358,180570.079999999987194,222034.670000000012806,263377.909999999974389,304719.719999999972060,369681.590000000025611,438794.719999999972060,503003.840000000025611,559905.439999999944121,723013.560000000055879,817376.689999999944121,924063.439999999944121,1088315.600000000093132,1189816.100000000093132,1270498.899999999906868,1360442.500000000000000,1464657.600000000093132,1602971.600000000093132,1686093.600000000093132,1730609.300000000046566, ,"430703", , ,"430703"
"1646",148964.559999999997672,154836.309999999997672,174291.640000000013970,201670.170000000012806,237232.910000000003492,274126.280000000027940,303732.969999999972060,385247.380000000004657,451456.840000000025611,500544.219999999972060,625294.380000000004657,766138.380000000004657,839133.630000000004657,1012239.599999999976717,1086320.500000000000000,1165693.000000000000000,1230473.000000000000000,1326980.100000000093132,1452025.300000000046566,1528149.000000000000000,1593793.600000000093132, ,"430721", , ,"430721"
"1647",137938.109999999986030,150888.920000000012806,165756.200000000011642,189684.630000000004657,247581.630000000004657,257631.799999999988358,307390.969999999972060,376726.719999999972060,458491.030000000027940,518882.340000000025611,628763.250000000000000,780057.880000000004657,872745.689999999944121,977997.560000000055879,1040960.800000000046566,1110648.899999999906868,1199095.399999999906868,1309630.500000000000000,1418389.100000000093132,1508070.000000000000000,1546124.000000000000000, ,"430722", , ,"430722"
"1648",157327.890000000013970,159217.640000000013970,176838.059999999997672,207311.279999999998836,265033.309999999997672,304529.719999999972060,342393.280000000027940,400751.309999999997672,483571.719999999972060,516698.719999999972060,646976.310000000055879,793003.500000000000000,925293.630000000004657,1101861.800000000046566,1173344.100000000093132,1238449.000000000000000,1314577.000000000000000,1412412.100000000093132,1545417.899999999906868,1644127.399999999906868,1687074.800000000046566,澧县,"430723", , ,"430723"
"1649",147184.299999999988358,149031.779999999998836,169585.410000000003492,199567.720000000001164,231432.859999999986030,268320.159999999974389,318778.780000000027940,374136.690000000002328,483095.559999999997672,497965.059999999997672,632196.500000000000000,755588.060000000055879,878483.310000000055879,1025202.500000000000000,1098819.600000000093132,1181994.399999999906868,1256608.800000000046566,1339796.600000000093132,1484814.100000000093132,1600509.300000000046566,1666316.600000000093132, ,"430724", , ,"430724"
"1650",147500.029999999998836,157192.450000000011642,172656.140000000013970,201808.700000000011642,244377.019999999989523,283176.690000000002328,333601.000000000000000,404723.059999999997672,475924.380000000004657,511284.750000000000000,645798.310000000055879,787332.189999999944121,885223.060000000055879,1030951.800000000046566,1140295.899999999906868,1189586.899999999906868,1261554.600000000093132,1358983.800000000046566,1491491.500000000000000,1570651.600000000093132,1623324.600000000093132, ,"430725", , ,"430725"
"1651",160072.059999999997672,156042.519999999989523,180607.109999999986030,203867.480000000010477,245167.640000000013970,286681.159999999974389,345549.280000000027940,397764.250000000000000,464589.340000000025611,504689.940000000002328,662077.689999999944121,750158.630000000004657,819173.130000000004657,1004292.300000000046566,1095018.100000000093132,1159664.399999999906868,1266406.500000000000000,1374449.800000000046566,1495764.899999999906868,1572259.800000000046566,1626741.899999999906868, ,"430726", , ,"430726"
"1652",163078.269999999989523,154478.049999999988358,173562.470000000001164,196167.589999999996508,236243.130000000004657,270080.280000000027940,309636.440000000002328,385015.630000000004657,463297.840000000025611,497113.809999999997672,672542.380000000004657,786463.939999999944121,910882.250000000000000,1042533.500000000000000,1147864.600000000093132,1222961.100000000093132,1278194.300000000046566,1369195.800000000046566,1498869.300000000046566,1579416.300000000046566,1620535.800000000046566, ,"430781", , ,"430781"
"1653",158551.839999999996508,163252.230000000010477,185315.329999999987194,217820.089999999996508,256050.690000000002328,290070.409999999974389,350564.380000000004657,405603.659999999974389,512670.909999999974389,569082.939999999944121,714817.880000000004657,812441.000000000000000,910425.439999999944121,1115611.600000000093132,1193238.800000000046566,1266604.600000000093132,1360690.399999999906868,1461705.000000000000000,1617429.300000000046566,1747432.600000000093132,1784075.899999999906868, ,"430802",张家界市, ,"430802"
"1654",138972.920000000012806,141562.220000000001164,162297.089999999996508,192543.890000000013970,232563.660000000003492,263152.440000000002328,301287.969999999972060,372093.500000000000000,434566.090000000025611,498121.309999999997672,616974.189999999944121,733609.810000000055879,801313.439999999944121,882391.060000000055879,921707.380000000004657,953309.130000000004657,1077317.899999999906868,1254406.899999999906868,1301676.399999999906868,1409408.899999999906868,1400691.100000000093132,武陵源区,"430811",张家界市, ,"430811"
"1655",137490.000000000000000,136026.410000000003492,161319.059999999997672,188620.880000000004657,233593.940000000002328,259299.059999999997672,299026.880000000004657,361961.280000000027940,438759.159999999974389,500223.059999999997672,641125.939999999944121,754363.310000000055879,831107.250000000000000,1013845.300000000046566,1056178.500000000000000,1097755.500000000000000,1196735.100000000093132,1288584.100000000093132,1406130.399999999906868,1481193.500000000000000,1534244.100000000093132, ,"430821",张家界市, ,"430821"
"1656",144947.329999999987194,138329.500000000000000,153756.829999999987194,180565.250000000000000,214901.910000000003492,244361.859999999986030,309618.440000000002328,366093.530000000027940,413120.159999999974389,447464.090000000025611,574206.380000000004657,738078.560000000055879,815268.500000000000000,991503.939999999944121,1072203.300000000046566,1148313.600000000093132,1185133.399999999906868,1279306.399999999906868,1384603.600000000093132,1443130.600000000093132,1493323.300000000046566, ,"430822",张家界市, ,"430822"
"1657",137909.049999999988358,153736.589999999996508,173923.029999999998836,204626.750000000000000,236112.269999999989523,289169.719999999972060,335253.719999999972060,417537.280000000027940,452569.000000000000000,462848.280000000027940,604634.750000000000000,705733.060000000055879,862482.500000000000000,1043041.699999999953434,1088627.000000000000000,1150827.399999999906868,1245402.500000000000000,1343037.000000000000000,1437706.000000000000000,1526241.000000000000000,1560975.300000000046566, ,"430902", , ,"430902"
"1658",153138.410000000003492,166578.829999999987194,198857.000000000000000,230456.059999999997672,274765.440000000002328,320128.090000000025611,363895.030000000027940,462165.909999999974389,535639.939999999944121,572049.560000000055879,721832.000000000000000,883932.380000000004657,952816.500000000000000,1150074.800000000046566,1211734.800000000046566,1288606.300000000046566,1384842.600000000093132,1485637.100000000093132,1613793.000000000000000,1706629.500000000000000,1753751.600000000093132, ,"430903", , ,"430903"
"1659",134250.230000000010477,141696.200000000011642,172554.910000000003492,191249.660000000003492,252159.859999999986030,269961.030000000027940,311352.409999999974389,392832.219999999972060,477556.130000000004657,496276.809999999997672,627918.310000000055879,780511.810000000055879,852537.500000000000000,969146.560000000055879,1035004.599999999976717,1108957.600000000093132,1203615.100000000093132,1334195.399999999906868,1447802.399999999906868,1527653.600000000093132,1556897.100000000093132,南县,"430921", , ,"430921"
"1660",136320.160000000003492,151377.390000000013970,172292.299999999988358,194139.170000000012806,233272.700000000011642,269297.880000000004657,313672.909999999974389,378938.780000000027940,442358.969999999972060,510494.940000000002328,656207.750000000000000,761467.750000000000000,880858.310000000055879,1021835.900000000023283,1083749.100000000093132,1151010.800000000046566,1222205.600000000093132,1341062.300000000046566,1448167.000000000000000,1527914.399999999906868,1556221.800000000046566, ,"430922", , ,"430922"
"1661",126253.020000000004075,133007.970000000001164,155438.470000000001164,182073.109999999986030,209592.640000000013970,246145.519999999989523,280754.159999999974389,366194.440000000002328,433436.590000000025611,460443.130000000004657,581488.189999999944121,758600.310000000055879,867111.689999999944121,1021706.300000000046566,1069208.399999999906868,1140664.600000000093132,1217851.800000000046566,1330562.500000000000000,1443441.800000000046566,1524055.000000000000000,1559899.399999999906868, ,"430923", , ,"430923"
"1662",137424.190000000002328,142750.480000000010477,182530.690000000002328,192543.890000000013970,242622.829999999987194,269171.309999999997672,318984.969999999972060,406919.409999999974389,486042.969999999972060,510597.190000000002328,630837.810000000055879,777029.310000000055879,849211.380000000004657,968173.810000000055879,1020144.599999999976717,1079689.800000000046566,1196131.500000000000000,1312836.800000000046566,1444382.300000000046566,1515143.899999999906868,1556959.500000000000000, ,"430981", , ,"430981"
"1663",166016.450000000011642,185575.309999999997672,198140.299999999988358,231890.410000000003492,277713.590000000025611,319747.309999999997672,364779.659999999974389,441294.190000000002328,535352.939999999944121,585009.689999999944121,720937.689999999944121,884573.250000000000000,1041077.000000000000000,1195793.899999999906868,1266933.100000000093132,1343484.100000000093132,1392639.399999999906868,1468630.000000000000000,1586944.300000000046566,1664101.300000000046566,1703286.500000000000000, ,"431002", , ,"431002"
"1664",142705.440000000002328,168695.480000000010477,179928.200000000011642,213318.609999999986030,259642.269999999989523,300251.659999999974389,338547.909999999974389,415361.280000000027940,507285.559999999997672,543488.500000000000000,660558.380000000004657,837674.439999999944121,972442.439999999944121,1185080.300000000046566,1257063.000000000000000,1327666.300000000046566,1375532.899999999906868,1456011.899999999906868,1553723.000000000000000,1625653.100000000093132,1674955.100000000093132, ,"431003", , ,"431003"
"1665",146690.470000000001164,161757.339999999996508,167287.089999999996508,210181.720000000001164,256302.089999999996508,288850.530000000027940,325850.159999999974389,393715.469999999972060,469717.590000000025611,504059.840000000025611,636621.560000000055879,771286.189999999944121,886699.130000000004657,1085484.800000000046566,1148748.399999999906868,1209647.300000000046566,1277152.399999999906868,1363604.100000000093132,1459829.899999999906868,1540304.800000000046566,1593704.000000000000000, ,"431021", , ,"431021"
"1666",138002.720000000001164,152742.549999999988358,171097.970000000001164,190721.640000000013970,237377.059999999997672,250506.970000000001164,297764.250000000000000,367092.030000000027940,462222.340000000025611,531606.880000000004657,599853.380000000004657,765716.880000000004657,881782.810000000055879,1094531.600000000093132,1160270.600000000093132,1224115.100000000093132,1263982.500000000000000,1367405.399999999906868,1441966.800000000046566,1525424.800000000046566,1558152.399999999906868, ,"431022", , ,"431022"
"1667",147774.309999999997672,158021.230000000010477,178398.809999999997672,194721.769999999989523,233919.190000000002328,258257.859999999986030,303503.059999999997672,389336.409999999974389,478480.659999999974389,516152.059999999997672,614203.250000000000000,766972.439999999944121,866360.310000000055879,1043826.800000000046566,1110564.100000000093132,1153486.500000000000000,1219974.399999999906868,1286277.100000000093132,1403029.399999999906868,1486746.899999999906868,1518421.600000000093132, ,"431023", , ,"431023"
"1668",137855.660000000003492,154228.250000000000000,154149.140000000013970,184356.940000000002328,220649.089999999996508,257547.779999999998836,306719.780000000027940,376581.250000000000000,451058.340000000025611,492273.440000000002328,628266.939999999944121,755041.310000000055879,862465.189999999944121,1022416.900000000023283,1099504.100000000093132,1192810.899999999906868,1228794.899999999906868,1288205.800000000046566,1416271.100000000093132,1512494.600000000093132,1559436.800000000046566, ,"431024", , ,"431024"
"1669",137881.299999999988358,150295.500000000000000,161918.329999999987194,188431.380000000004657,232792.660000000003492,256502.839999999996508,317390.969999999972060,376329.940000000002328,460651.750000000000000,507891.159999999974389,594610.560000000055879,740487.630000000004657,843598.939999999944121,962578.060000000055879,1035146.800000000046566,1077941.800000000046566,1148101.100000000093132,1245662.600000000093132,1408488.399999999906868,1504080.000000000000000,1529548.800000000046566, ,"431025", , ,"431025"
"1670",135854.890000000013970,147355.220000000001164,163000.529999999998836,189951.829999999987194,226099.750000000000000,253463.000000000000000,309424.500000000000000,363285.809999999997672,442225.250000000000000,495045.440000000002328,588248.880000000004657,773985.189999999944121,889077.689999999944121,978380.060000000055879,1034040.800000000046566,1085584.100000000093132,1134177.899999999906868,1214533.399999999906868,1318916.899999999906868,1404526.100000000093132,1435452.300000000046566, ,"431026", , ,"431026"
"1671",130032.710000000006403,138065.640000000013970,160876.750000000000000,178867.130000000004657,215025.309999999997672,243156.059999999997672,291368.780000000027940,359860.340000000025611,437857.940000000002328,459737.159999999974389,575407.380000000004657,728566.810000000055879,841826.060000000055879,946669.189999999944121,1037532.599999999976717,1099775.800000000046566,1141803.000000000000000,1226316.500000000000000,1293940.899999999906868,1336087.500000000000000,1376685.100000000093132, ,"431027", , ,"431027"
"1672",135243.309999999997672,148473.410000000003492,154061.109999999986030,187065.410000000003492,231994.140000000013970,258231.500000000000000,303486.880000000004657,354112.690000000002328,445025.559999999997672,455292.809999999997672,620665.000000000000000,759233.630000000004657,875056.750000000000000,1000712.800000000046566,1090370.500000000000000,1144083.300000000046566,1170479.800000000046566,1224981.600000000093132,1315339.500000000000000,1427743.899999999906868,1467711.500000000000000, ,"431028", , ,"431028"
"1673",157082.769999999989523,177318.690000000002328,188413.410000000003492,216385.690000000002328,257489.329999999987194,291626.469999999972060,339188.130000000004657,408016.000000000000000,493432.500000000000000,536714.750000000000000,657443.060000000055879,793201.630000000004657,920647.000000000000000,1083092.000000000000000,1133488.000000000000000,1191316.000000000000000,1260150.300000000046566,1347979.899999999906868,1464180.000000000000000,1549409.800000000046566,1591148.000000000000000, ,"431081", , ,"431081"
"1674",142834.920000000012806,157160.230000000010477,170104.700000000011642,203551.779999999998836,249872.769999999989523,298701.969999999972060,345301.250000000000000,413284.880000000004657,512912.969999999972060,528757.689999999944121,656018.810000000055879,800658.060000000055879,912739.689999999944121,1066077.500000000000000,1149957.399999999906868,1205771.600000000093132,1277943.100000000093132,1397618.100000000093132,1525560.000000000000000,1632387.800000000046566,1678508.300000000046566, ,"431102", , ,"431102"
"1675",156210.329999999987194,172594.730000000010477,189277.880000000004657,227592.250000000000000,276269.440000000002328,324799.000000000000000,367539.000000000000000,459910.809999999997672,546725.630000000004657,579453.810000000055879,710428.250000000000000,876928.939999999944121,986410.060000000055879,1125027.600000000093132,1201775.399999999906868,1271342.500000000000000,1364807.500000000000000,1466947.500000000000000,1577451.800000000046566,1695766.000000000000000,1771310.000000000000000,冷水滩区,"431103", , ,"431103"
"1676",141554.529999999998836,160354.880000000004657,166748.089999999996508,194501.089999999996508,240015.380000000004657,266189.409999999974389,326482.219999999972060,402467.559999999997672,494962.809999999997672,483462.909999999974389,645805.060000000055879,793932.689999999944121,857041.439999999944121,1021795.900000000023283,1085622.500000000000000,1153653.800000000046566,1240889.100000000093132,1328176.500000000000000,1490811.800000000046566,1598727.399999999906868,1635075.399999999906868, ,"431121", , ,"431121"
"1677",133533.019999999989523,141897.829999999987194,156154.029999999998836,188885.480000000010477,243253.940000000002328,277504.969999999972060,331703.590000000025611,371673.590000000025611,462564.530000000027940,481227.750000000000000,609485.060000000055879,760192.189999999944121,843637.560000000055879,970545.939999999944121,1033489.599999999976717,1059375.300000000046566,1144363.800000000046566,1255004.000000000000000,1439337.100000000093132,1522351.000000000000000,1579395.100000000093132, ,"431122", , ,"431122"
"1678",132790.859999999986030,143479.450000000011642,153403.700000000011642,180218.089999999996508,223860.859999999986030,243252.309999999997672,296046.940000000002328,357103.840000000025611,436497.909999999974389,433538.280000000027940,567765.630000000004657,730277.380000000004657,843365.689999999944121,897022.939999999944121,949126.250000000000000,999280.439999999944121,1091324.500000000000000,1173927.399999999906868,1302648.800000000046566,1385237.600000000093132,1422454.399999999906868, ,"431123", , ,"431123"
"1679",148980.630000000004657,160236.859999999986030,167192.200000000011642,194278.269999999989523,240937.299999999988358,272344.719999999972060,322918.409999999974389,385092.000000000000000,476281.719999999972060,515492.380000000004657,640455.560000000055879,783694.439999999944121,879855.000000000000000,1040821.900000000023283,1098096.899999999906868,1195489.500000000000000,1242644.100000000093132,1333434.600000000093132,1437818.399999999906868,1516602.500000000000000,1568945.000000000000000,道县,"431124", , ,"431124"
"1680",132941.390000000013970,146545.890000000013970,149336.809999999997672,175323.559999999997672,213578.970000000001164,237445.910000000003492,287335.030000000027940,349812.969999999972060,434607.559999999997672,467433.659999999974389,571698.880000000004657,718486.630000000004657,781701.439999999944121,948550.750000000000000,963751.060000000055879,1032663.000000000000000,1120343.399999999906868,1167475.300000000046566,1259727.300000000046566,1355119.300000000046566,1422508.600000000093132, ,"431125", , ,"431125"
"1681",140806.470000000001164,157486.109999999986030,161514.880000000004657,193646.390000000013970,242303.970000000001164,283709.219999999972060,326795.909999999974389,386783.219999999972060,478143.559999999997672,502906.000000000000000,608922.060000000055879,788523.939999999944121,907912.750000000000000,1067914.300000000046566,1132929.399999999906868,1225030.800000000046566,1302662.500000000000000,1398852.899999999906868,1526573.000000000000000,1652696.500000000000000,1645944.000000000000000, ,"431126", , ,"431126"
"1682",130943.759999999994761,145646.109999999986030,157048.160000000003492,186948.049999999988358,230244.519999999989523,263996.030000000027940,318894.309999999997672,365763.059999999997672,459727.500000000000000,523293.719999999972060,619888.880000000004657,789195.750000000000000,894298.130000000004657,1015549.300000000046566,1066428.300000000046566,1133197.300000000046566,1203959.500000000000000,1276804.100000000093132,1395322.100000000093132,1471233.300000000046566,1507302.300000000046566, ,"431127", , ,"431127"
"1683",139151.809999999997672,156296.750000000000000,161825.079999999987194,185827.500000000000000,239942.359999999986030,267206.000000000000000,312074.780000000027940,359458.719999999972060,454839.750000000000000,482423.840000000025611,596335.189999999944121,746409.939999999944121,831700.380000000004657,948377.060000000055879,988047.310000000055879,1103282.399999999906868,1201845.300000000046566,1323979.300000000046566,1411664.800000000046566,1465662.399999999906868,1489500.100000000093132, ,"431128", , ,"431128"
"1684",137681.829999999987194,153236.140000000013970,159717.059999999997672,174798.839999999996508,207272.940000000002328,267594.159999999974389,328513.909999999974389,372692.630000000004657,436428.409999999974389,467166.250000000000000,593745.810000000055879,758666.880000000004657,894883.380000000004657,1022646.099999999976717,1096912.000000000000000,1180669.500000000000000,1272854.100000000093132,1344149.300000000046566,1461235.399999999906868,1539028.899999999906868,1563429.000000000000000, ,"431129", , ,"431129"
"1685",159055.859999999986030,182119.130000000004657,198282.640000000013970,233084.559999999997672,275062.500000000000000,323387.440000000002328,372491.530000000027940,440830.250000000000000,549199.500000000000000,586676.810000000055879,735883.560000000055879,937717.939999999944121,1027033.400000000023283,1181785.899999999906868,1234425.600000000093132,1311374.000000000000000,1392347.300000000046566,1506175.600000000093132,1630766.399999999906868,1719712.899999999906868,1763987.000000000000000, ,"431202",怀化市, ,"431202"
